"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Utp11",6.56640134558261e-132,-0.851871787663378,0.495,0.699,1.35622453391663e-127
"Cd300ld",7.70265383722887e-132,-10.0492086732977,0,0.116,1.59090612354125e-127
"Epb41l2",9.06315038024923e-132,-0.784907610077421,0.497,0.711,1.87190307953668e-127
"Chmp6",1.55193271512816e-131,-1.19941131501204,0.172,0.407,3.20536182982571e-127
"Pabpn1",2.31086168538123e-131,-0.680073384826206,0.679,0.804,4.77285372498638e-127
"Src",4.19365387811067e-131,-2.08170323873219,0.049,0.227,8.66157271984978e-127
"Ndufb10",4.92182761572738e-131,0.987200632102336,0.831,0.826,1.01655427575233e-126
"Cerk",5.37022535620784e-131,-1.95543578530376,0.076,0.268,1.10916634507117e-126
"Creb3",5.95519023710678e-131,-1.03865651103611,0.305,0.553,1.22998499157203e-126
"Sgce",8.86074434469388e-131,-1.17608869511906,0.15,0.382,1.83009813695307e-126
"Il1r1",1.0816622007961e-130,1.59526344055898,0.628,0.524,2.23406510952426e-126
"Gstm2",1.15142785149945e-130,-1.07670300232768,0.359,0.602,2.37815908448697e-126
"Psma4",1.2521092418638e-130,-0.57927975012682,0.744,0.844,2.5861064281455e-126
"Anxa11",1.312097861435e-130,-1.47474469156021,0.109,0.32,2.71000692300785e-126
"Gdpd1",1.66255903517314e-130,-1.52783280053449,0.093,0.296,3.43384943124661e-126
"Tln2",2.19009499118094e-130,-1.23055754263259,0.29,0.519,4.52342219478512e-126
"Camkk2",3.06765861153174e-130,-1.19481677196338,0.149,0.38,6.33594209625765e-126
"Nol7",3.14783161733786e-130,-0.792833026289473,0.525,0.731,6.50153142244962e-126
"Dnmt3l",4.42512374164217e-130,-2.37320739508741,0.031,0.19,9.13965057598774e-126
"Psat1",5.7326340375916e-130,-0.962346508849664,0.43,0.644,1.18401823412417e-125
"Wbp4",6.48353787058221e-130,-0.823615266023033,0.493,0.699,1.33910991179005e-125
"Akirin2",7.86989421198867e-130,-0.931520443614176,0.457,0.674,1.62544795054414e-125
"Inf2",9.04426769653415e-130,-1.21385932641815,0.14,0.374,1.86800305004216e-125
"Olfml2b",1.16818876230562e-129,-1.6513973800117,0.085,0.288,2.41277706966602e-125
"Cblb",1.18438686379541e-129,1.57047890946882,0.57,0.389,2.44623262848303e-125
"Jpt2",1.53746524693733e-129,-1.56253411195483,0.118,0.334,3.17548072102436e-125
"Eef2",1.63785419292768e-129,0.404311890055434,0.918,0.926,3.38282405007283e-125
"Atg3",1.79256017189895e-129,-0.800403027891312,0.441,0.673,3.70235377904009e-125
"Vdac3",2.01562131070941e-129,-0.620965834553195,0.696,0.822,4.16306425513921e-125
"Kctd10",2.47485011015875e-129,-1.08485261447465,0.244,0.497,5.11155541752188e-125
"Itgam",2.85760038287373e-129,-10.1599445581076,0,0.114,5.90208783078741e-125
"B3galt2",3.28620672663657e-129,4.50115197712694,0.163,0.014,6.78733137319517e-125
"Cope",3.34933572273961e-129,-0.6977416055285,0.628,0.787,6.91771800174638e-125
"Tnfaip8l2",3.87845419747084e-129,-8.72174521854772,0,0.114,8.01055929945627e-125
"Ptk2b",3.94932850699988e-129,-2.31206391464318,0.069,0.249,8.15694309835755e-125
"Atxn10",4.01035890269289e-129,-0.815534402517032,0.498,0.71,8.28299527762189e-125
"Psenen",4.21309596813741e-129,-0.753456292507079,0.577,0.768,8.70172841259101e-125
"Guca1a",4.91399886129666e-129,-3.87552076800778,0.008,0.137,1.01493732481221e-124
"Aida",5.16227049619018e-129,-1.00206071361746,0.342,0.58,1.06621534828312e-124
"Cybb",6.30177746127331e-129,-7.0688309972373,0.001,0.117,1.30156911685139e-124
"Tcof1",6.69788318250756e-129,-1.06259317452123,0.303,0.542,1.38338079251511e-124
"Ap2m1",7.20313144834755e-129,-0.678016768487645,0.635,0.787,1.4877347693417e-124
"Gm43672",7.27086653932822e-129,3.37689469401511,0.174,0.019,1.50172477503285e-124
"Afdn",7.6843976941286e-129,-1.0284557000048,0.223,0.464,1.58713549974532e-124
"Rcan3",7.68809479890519e-129,-1.50303358589392,0.058,0.239,1.58789909976588e-124
"Gjc1",1.13711385256986e-128,-1.23313495953382,0.135,0.363,2.34859495109778e-124
"Slc9a3r1",1.34710273036581e-128,-1.6017067518483,0.091,0.288,2.78230597929755e-124
"Cdk2ap1",1.44091132760728e-128,-1.32307449448476,0.202,0.439,2.97605825604007e-124
"Arhgap10",1.79214671116299e-128,-0.864658829119322,0.324,0.575,3.70149981723604e-124
"Ndufa4l2",2.80438015288446e-128,0.98753688451462,0.746,0.587,5.79216676776756e-124
"Tmem9",4.24438738572482e-128,-1.53587984865783,0.116,0.331,8.76635770647605e-124
"Prkar1a",4.52900865442369e-128,-0.658727694969979,0.703,0.819,9.35421447484668e-124
"Hk1",4.58418877473509e-128,-0.843820508149822,0.237,0.505,9.46818349533786e-124
"Taok3",6.06349583224297e-128,-1.17781215801136,0.295,0.536,1.25235442919146e-123
"Micall2",6.29967863462115e-128,-3.06152907098731,0.017,0.156,1.30113562519465e-123
"Tmem234",6.42948367763508e-128,-0.621939917834656,0.678,0.805,1.32794555877875e-123
"Ncf4",7.60749154513394e-128,-9.64974991851233,0,0.113,1.57125130373196e-123
"Samd14",7.6077844150089e-128,-2.5864780781425,0.019,0.161,1.57131179307594e-123
"Atp6v1c1",1.06087398455356e-127,-1.17741285641469,0.329,0.568,2.19112912769693e-123
"Rpl38",1.22072096505564e-127,-0.366965084595111,0.955,0.976,2.52127708122591e-123
"Mgat2",1.27717539756333e-127,-0.76494218816552,0.467,0.691,2.63787806612731e-123
"Orai1",1.7937500667026e-127,-1.61161029133726,0.154,0.372,3.70481138776755e-123
"Klf3",2.04363078600734e-127,-0.951584893617902,0.312,0.562,4.22091502541955e-123
"Acss2",2.36504884685953e-127,2.74711664373364,0.247,0.065,4.88477188830368e-123
"Ppara",3.58215496485664e-127,5.01149911432017,0.145,0.007,7.39858286441491e-123
"Matn2",5.26736810830635e-127,-2.48826716469369,0.036,0.195,1.08792220908959e-122
"Rgs1",5.44049355509534e-127,-10.2239217095877,0,0.112,1.12367953886939e-122
"Fam189b",5.62285563552322e-127,-1.61943367056369,0.067,0.254,1.16134460296097e-122
"Commd4",5.92868835120382e-127,-0.927917441477918,0.359,0.605,1.22451129205764e-122
"Srpx",8.73349140354078e-127,1.90199279011948,0.511,0.358,1.80381531448731e-122
"Nucb1",9.50285078275189e-127,-0.79005844744104,0.55,0.748,1.96271880066957e-122
"Ebf1",1.07197422340689e-126,0.769997100529603,0.826,0.687,2.21405556102459e-122
"Dab2ip",1.52604979353777e-126,-1.35644897716314,0.172,0.401,3.15190324357291e-122
"Uhrf2",2.88274207379113e-126,1.50478787566497,0.64,0.526,5.9540154792082e-122
"Tcirg1",3.10249958296351e-126,-1.14149066928968,0.121,0.334,6.40790263865284e-122
"Pten",3.17400356440742e-126,0.902015548558782,0.752,0.718,6.5555869619271e-122
"Pdcd2l",3.40027544303964e-126,-1.4791736901826,0.118,0.326,7.02292890005406e-122
"Abr",4.2988115099994e-126,-1.81328730427215,0.053,0.228,8.87876529275277e-122
"Hacd2",5.65436980619588e-126,1.52920512619068,0.658,0.58,1.1678535397717e-121
"Rassf5",7.94641739583375e-126,-3.09521858989822,0.015,0.149,1.6412530489355e-121
"Thoc7",7.99405538017708e-126,-0.74565518314514,0.621,0.775,1.65109219822177e-121
"Pabpc1",8.79436372153256e-126,0.459564118078476,0.91,0.908,1.81638788304534e-121
"Vps36",9.91632020687298e-126,-0.835434554242839,0.433,0.657,2.04811677552755e-121
"Glmp",1.2033514986967e-125,-0.859697346090632,0.467,0.684,2.48540218540817e-121
"Tnfsf13",1.33408096062087e-125,-3.66665371431255,0.01,0.138,2.75541081606635e-121
"Prxl2b",1.80963350170843e-125,-1.20945639339557,0.219,0.458,3.73761703442859e-121
"Slc39a6",2.34417069574293e-125,-0.862459207943507,0.287,0.549,4.84165015498746e-121
"Clec12a",5.33402309638265e-125,-9.86589717712587,0,0.11,1.10168913032687e-120
"Ccl3",5.33402309638265e-125,-10.5411117761881,0,0.11,1.10168913032687e-120
"Adam12",5.88448147817152e-125,1.21842459360983,0.636,0.502,1.21538080450155e-120
"Fam20c",5.99363035742425e-125,-2.02490400278814,0.056,0.229,1.2379244140224e-120
"Snx4",7.22444822597414e-125,-0.882680395437113,0.352,0.598,1.4921375365927e-120
"Hspb6",7.60759279448828e-125,-1.8349611012483,0.082,0.269,1.57127221577361e-120
"Rell1",8.4301017557795e-125,-1.20825199936728,0.119,0.336,1.7411532166387e-120
"Tfrc",1.23565626066928e-124,1.54327464130539,0.515,0.344,2.55212444078633e-120
"Ccl9",1.38037530096866e-124,-2.93091680203097,0.044,0.204,2.85102714662067e-120
"Nrros",1.70113155604566e-124,-5.70786449539297,0.003,0.12,3.51351711585671e-120
"Rpl36a",2.23965294845521e-124,0.431434549281219,0.929,0.927,4.62577919973939e-120
"1600002K03Rik",3.21307012689642e-124,-1.04084673623547,0.189,0.428,6.63627504009186e-120
"Nkd1",3.77774201417325e-124,-2.31688267750724,0.036,0.195,7.80254835607342e-120
"1700003F12Rik",4.01376854102556e-124,-2.74541823013769,0.034,0.187,8.29003754463419e-120
"Limk1",6.26491017803382e-124,2.29140384332611,0.345,0.152,1.2939545481711e-119
"Tex264",6.9935373177476e-124,-0.823596401717984,0.48,0.697,1.44444519760759e-119
"Phyhd1",7.70742128002628e-124,-1.54591009462562,0.102,0.301,1.59189079117663e-119
"Ap1s1",7.9347709696479e-124,-0.796466447025689,0.473,0.682,1.63884759607108e-119
"Pgk1",9.44066717883894e-124,0.45023649917018,0.905,0.893,1.94987539911739e-119
"Grk2",1.21106612175471e-123,-1.2284576305798,0.173,0.402,2.50133596787218e-119
"Ubash3b",1.80439054184524e-123,-2.35135563365091,0.026,0.171,3.72678822512715e-119
"Lat2",1.87566670765757e-123,-5.07140047001505,0.01,0.134,3.87400201799594e-119
"Epas1",1.98078727227645e-123,1.78774020680018,0.384,0.171,4.09111803215978e-119
"Iglon5",2.16052226309658e-123,-4.37343521658827,0.005,0.124,4.46234268219967e-119
"Glce",2.20021538960793e-123,-1.40098584649425,0.16,0.385,4.54432486569623e-119
"Bmpr1b",2.23568509696426e-123,-3.55000532077815,0.008,0.131,4.61758399926999e-119
"Sugt1",2.3126951924765e-123,-0.684142250039492,0.607,0.768,4.77664065054096e-119
"Slc35e4",2.63926781275578e-123,-1.32925201316262,0.123,0.334,5.45114374046578e-119
"Zfand5",3.17425199361075e-123,0.889797633996907,0.771,0.726,6.55610006760364e-119
"Fkbp1a",3.54987261135225e-123,-0.59862601472548,0.788,0.869,7.33190689148693e-119
"Adhfe1",3.59531214059206e-123,3.46853496397903,0.175,0.023,7.42575769517885e-119
"Chmp3",4.07500398467656e-123,-0.820821999853192,0.524,0.721,8.41651322995097e-119
"Kpna4",5.07199823533518e-123,-0.869393796342262,0.401,0.633,1.04757051552613e-118
"Hadha",7.34172216470462e-123,1.54569621676068,0.692,0.655,1.51635929589809e-118
"Pilra",8.62331654104078e-123,-8.79815073315229,0,0.11,1.78105979838656e-118
"Mpp7",1.22879763560245e-122,1.9272742613585,0.394,0.201,2.5379586365733e-118
"Leprot",1.63024085892044e-122,-0.789736804986089,0.361,0.619,3.36709947001429e-118
"Sp110",1.66618303949203e-122,-5.18306658862656,0.003,0.117,3.44133444976685e-118
"Folr2",1.91857916761011e-122,-10.5925391389357,0,0.108,3.96263341278192e-118
"Pld4",1.91857916761011e-122,-9.79579154050835,0,0.108,3.96263341278192e-118
"Tnfrsf11b",1.91857916761011e-122,-8.61232350136762,0,0.108,3.96263341278192e-118
"Zfand3",2.08392896993778e-122,-0.8574109685329,0.372,0.611,4.3041468945095e-118
"Arf1",2.21336933022902e-122,-0.565490050857807,0.744,0.842,4.57149301465502e-118
"Aplp1",2.2538942256427e-122,-2.09217084838732,0.044,0.207,4.65519313364243e-118
"Ikbip",2.86782363113945e-122,-0.819399534184964,0.453,0.674,5.92320292775543e-118
"Dnaja1",3.83255695542501e-122,-0.543115679418424,0.794,0.861,7.91576313573482e-118
"Slc25a13",3.95335675058387e-122,-2.91428328839431,0.006,0.126,8.16526303265592e-118
"Csnk1a1",4.22634532618084e-122,0.576694480586271,0.86,0.828,8.7290936366939e-118
"Arrdc1",5.38337762943529e-122,-3.46721910361892,0.009,0.132,1.11188281558356e-117
"Sowahc",6.76533746002959e-122,2.46491365845511,0.297,0.11,1.39731279899451e-117
"Tmem128",6.99603154805528e-122,-0.905381053922851,0.314,0.552,1.44496035593534e-117
"Slc6a6",1.05128509982881e-121,-1.02418264134181,0.392,0.621,2.17132424518642e-117
"Ptpn6",1.18162782788406e-121,-6.39881492634608,0.001,0.112,2.44053411571175e-117
"Arl4c",1.22653337519145e-121,-1.5674364279775,0.075,0.26,2.53328203312041e-117
"Tor3a",1.2335771992881e-121,-1.50924223117993,0.078,0.267,2.54783034740965e-117
"Slc15a3",1.24112500670641e-121,-5.00697994222402,0.005,0.12,2.56341958885141e-117
"Spop",1.51605239144385e-121,-0.747917390929287,0.629,0.774,3.13125460928813e-117
"Tgif1",1.72687679451244e-121,-0.782954996636053,0.196,0.435,3.566691331386e-117
"Ttc14",1.8029487178391e-121,1.08879646073802,0.679,0.574,3.72381028182488e-117
"Rpl15",1.8184141451842e-121,-0.358165341036209,0.967,0.98,3.75575257546345e-117
"Yaf2",1.91594800700156e-121,-1.03744112169753,0.32,0.555,3.95719901366102e-117
"Rasa4",1.9228604755041e-121,-2.73527498552097,0.016,0.148,3.97147602610617e-117
"Mlana",4.05884407898968e-121,-6.74929417831507,0,0.108,8.38313656074529e-117
"Slc8a1",4.25669312771906e-121,-1.91529103308402,0.06,0.237,8.79177398599095e-117
"Dock2",5.02077344933997e-121,-9.38160509897871,0,0.107,1.03699054822668e-116
"Syce2",5.42368772689975e-121,-1.2965619982587,0.128,0.342,1.12020846311387e-116
"Chmp5",6.08093067665464e-121,-0.765024887507603,0.531,0.721,1.25595542195625e-116
"Trib2",7.59805611655767e-121,-1.37154187269638,0.08,0.271,1.56930251031382e-116
"Stmn1",7.63497496040674e-121,-1.04243419411637,0.457,0.678,1.57692772832241e-116
"Pir",9.14746916031804e-121,-1.28699260846395,0.085,0.278,1.88931828037209e-116
"Mbnl2",9.58806059376201e-121,-0.691000561820458,0.702,0.799,1.98031803503561e-116
"Des",1.27666077740397e-120,-5.44097144398357,0.01,0.132,2.63681516965016e-116
"Nat8l",1.39354217856252e-120,5.64971506613126,0.133,0.004,2.87822201560304e-116
"Trappc3",1.6223901191243e-120,-0.790670491283137,0.434,0.654,3.35088455203933e-116
"Cd320",5.13277637377075e-120,1.02849155877479,0.655,0.551,1.06012363223861e-115
"Castor1",5.58391593175121e-120,-2.52569904000588,0.026,0.17,1.1533019965439e-115
"Cars",5.68856049731908e-120,-0.960343918536371,0.313,0.546,1.17491528511628e-115
"Pop4",5.69241285417702e-120,-1.15214246310871,0.231,0.463,1.17571095090172e-115
"Myo1b",6.72328791046454e-120,-1.18611291523556,0.185,0.415,1.38862788502735e-115
"Pakap",7.31118942178732e-120,-2.51001924662262,0.031,0.178,1.51005306317595e-115
"Hs6st1",8.02258621365843e-120,-1.59356449521477,0.164,0.379,1.65698495656901e-115
"Sarnp",9.80034153948709e-120,-0.637767970531367,0.638,0.79,2.02416254156566e-115
"Plscr4",1.14130872629352e-119,-2.9455928567217,0.027,0.171,2.35725904328664e-115
"Fcrls",1.30923147552009e-119,-10.8258753083396,0,0.106,2.7040866895392e-115
"Psd3",1.35727071663198e-119,-1.85876763295947,0.059,0.231,2.8033069381317e-115
"Pfdn2",1.45884709599426e-119,-0.701662215278117,0.634,0.789,3.01310279206654e-115
"Arrdc3",2.0745584911953e-119,2.24904784857346,0.347,0.152,4.28479310771477e-115
"Nus1",2.2659902237057e-119,1.03752705125179,0.709,0.658,4.68017620804176e-115
"Snrpd3",2.38012090393368e-119,-0.659915934434587,0.645,0.791,4.91590171498463e-115
"Tmem150a",2.8781669096445e-119,-1.1384865546096,0.197,0.425,5.94456593517976e-115
"Kazn",2.98454085777632e-119,-3.46441254347721,0.01,0.133,6.16427068765122e-115
"Cdh11",3.09488633500371e-119,-0.942043053432998,0.444,0.66,6.39217823631666e-115
"Fam110a",3.60265531293657e-119,-2.16342552371838,0.034,0.184,7.4409242833392e-115
"Cox7b",3.79153749370707e-119,0.946770700968591,0.869,0.84,7.83104153950259e-115
"Ube2e2",3.8694634044796e-119,-1.09447580940253,0.179,0.408,7.99198971561216e-115
"Lrrc51",4.02362070554801e-119,2.85657976020986,0.215,0.049,8.31038620523887e-115
"Myo18a",4.74413733440793e-119,-2.2685853699703,0.048,0.209,9.79854125048614e-115
"Antxr2",6.0498606909845e-119,-1.19730927587392,0.098,0.297,1.24953822711594e-114
"Snx20",7.7093114482016e-119,-6.59019207487422,0.001,0.109,1.59228118651156e-114
"Apobr",1.01974748458261e-118,-2.00026177024338,0.033,0.182,2.10618645465692e-114
"Gstm5",1.19522360376401e-118,-1.0345373075705,0.353,0.591,2.46861483121418e-114
"Gspt1",1.56779159480447e-118,-0.650049088048639,0.686,0.805,3.23811675990916e-114
"Fam126b",1.69803972470302e-118,2.42937040587874,0.363,0.18,3.50713124740161e-114
"Ppp4r1",1.7760837692034e-118,-1.39072214627617,0.139,0.35,3.66832341691271e-114
"Bhlhe41",2.01523148889962e-118,-3.09266200390655,0.021,0.155,4.16225911717327e-114
"Vwa5a",2.08742914327549e-118,-1.15371110098167,0.241,0.474,4.3113761525212e-114
"Luc7l2",2.26148769657259e-118,0.801820113839773,0.833,0.774,4.67087668850104e-114
"Zfas1",2.49122269020151e-118,1.07346572881033,0.686,0.567,5.1453713443422e-114
"Nckap1l",2.66869255991765e-118,-7.75755519228075,0,0.105,5.51191761325392e-114
"Tmc6",2.83814007433767e-118,-3.51353224676228,0.014,0.14,5.86189450953702e-114
"Auts2",3.24438345635586e-118,1.40566565455435,0.528,0.35,6.7009495907574e-114
"Slc16a3",3.50798709820589e-118,-0.771998555062029,0.403,0.658,7.24539655263445e-114
"Ptp4a2",6.07028668266824e-118,-0.582289252271025,0.722,0.832,1.2537570114383e-113
"Pdcd10",7.54439223225993e-118,-0.823732440673779,0.489,0.694,1.55821877165097e-113
"Ier5l",1.30392446103006e-117,-0.988451518805204,0.244,0.493,2.6931255818115e-113
"Brd2",1.32359417806443e-117,0.736973008575627,0.776,0.739,2.73375141537426e-113
"Hspd1",1.50420499996751e-117,0.84441588627372,0.906,0.867,3.1067850069329e-113
"Cluh",1.52132164557455e-117,1.84222711353789,0.478,0.336,3.14213772676968e-113
"Rerg",1.95380433323651e-117,-5.65593167448247,0.002,0.11,4.0353874698667e-113
"Ly86",2.14644600026292e-117,-6.87507594798656,0.001,0.106,4.43326956894303e-113
"Ncf1",2.26055227367075e-117,-7.54723134214405,0.001,0.107,4.66894466603957e-113
"Mrc2",2.38458023670282e-117,-0.937589152240522,0.369,0.612,4.92511202088601e-113
"Meis3",2.63312645487093e-117,-1.9420661228473,0.053,0.22,5.43845937989043e-113
"Eif5",3.07137694181088e-117,0.4534653311643,0.868,0.853,6.34362193561619e-113
"Ccdc9b",3.12089090637314e-117,-2.19530215041555,0.03,0.175,6.44588807802308e-113
"Arhgap1",3.80090260910425e-117,-1.0476210832996,0.29,0.523,7.85038424884391e-113
"Ten1",4.15000301754117e-117,-1.29864453963966,0.225,0.446,8.57141623242954e-113
"Fn1",5.20070229325225e-117,-0.609483079688791,0.871,0.927,1.07415305164832e-112
"Nipsnap3b",5.50748657537425e-117,-1.08402057476124,0.233,0.468,1.1375162772778e-112
"Snrpc",6.51655409872295e-117,-0.70200639717396,0.55,0.729,1.34592908355024e-112
"Stx4a",6.723224592044e-117,-0.817182252879577,0.389,0.623,1.38861480724077e-112
"Bcl2l1",7.52410735969349e-117,-1.26366752699627,0.157,0.371,1.55402913407109e-112
"Arhgap30",7.72404421951554e-117,-8.48077871509974,0,0.105,1.59532409309874e-112
"Nostrin",1.2512107518541e-116,-4.89362553091447,0.003,0.112,2.58425068687946e-112
"Aldh3b1",1.43140794322523e-116,-2.40977440402964,0.04,0.193,2.95642996593739e-112
"Ap4s1",1.43248663788314e-116,-1.26360170875742,0.138,0.346,2.95865790188384e-112
"Inpp5d",1.80184335192948e-116,-7.39534167375837,0,0.104,3.72152725907514e-112
"Zfp580",2.57424091112092e-116,-1.66790735283065,0.084,0.27,5.31683717782915e-112
"Irf8",2.60148823036767e-116,-4.56182146522194,0.012,0.134,5.37311379100138e-112
"Pafah1b1",2.88432512644316e-116,-0.597133326843294,0.749,0.819,5.9572851161557e-112
"Lama5",2.94130248520267e-116,-4.05433010815677,0.003,0.113,6.0749661529376e-112
"Gpr39",3.07672489800124e-116,-2.93832235608914,0.011,0.132,6.35466760433176e-112
"Slc29a3",3.14112137974791e-116,-1.30374369318006,0.118,0.323,6.48767209773134e-112
"Rpl36al",3.25694164779049e-116,-0.490503374703022,0.849,0.903,6.72688727934647e-112
"Crtap",3.48293109226217e-116,-0.853754587092025,0.464,0.681,7.19364587795828e-112
"Fbn2",4.04480976696791e-116,-1.59821647665543,0.124,0.326,8.35415009269553e-112
"Ednrb",9.97938835811271e-116,-4.56579141330199,0.006,0.119,2.0611428714846e-111
"Tmem141",1.0161010579149e-115,-1.58097260686242,0.097,0.285,2.09865512501743e-111
"Rab8a",1.26833330215121e-115,-0.863801605919623,0.388,0.613,2.61961560226311e-111
"Chmp2b",1.28696555404942e-115,-0.8720823670587,0.319,0.553,2.65809865533367e-111
"Ube2d2a",1.47074345415582e-115,-0.634527728066012,0.639,0.775,3.03767353021343e-111
"Psmd14",1.48461998850914e-115,-0.744122970874276,0.522,0.711,3.06633412426678e-111
"Atp2b1",1.52773122831293e-115,-0.71354474516063,0.555,0.736,3.15537607895752e-111
"Skap2",1.5804018408169e-115,-1.1247486952827,0.319,0.542,3.26416196202322e-111
"Lsm4",1.85594799606509e-115,-0.699219688381748,0.633,0.789,3.83327499107284e-111
"Mdfic",1.98569039825423e-115,-0.76634789067322,0.364,0.61,4.10124494855429e-111
"Hpgds",2.09071567220962e-115,-2.80512110828555,0.02,0.15,4.31816414938174e-111
"Slfn5",2.15468056818803e-115,-0.909507059099488,0.288,0.531,4.45027724553556e-111
"Efs",2.46265522699292e-115,-2.38248041466902,0.029,0.173,5.08636810583118e-111
"Sms",2.53284164407439e-115,-1.15404461917076,0.167,0.383,5.23133113167124e-111
"Polr2g",2.55617545072121e-115,-0.738943903080769,0.478,0.697,5.27952477591959e-111
"Nr4a1",3.23698856533509e-115,-0.692844835600197,0.235,0.486,6.68567618284311e-111
"Ifi35",6.21956143225226e-115,-1.30794011798373,0.183,0.406,1.28458821821738e-110
"Fam13c",6.33909198433522e-115,-3.59305151996035,0.009,0.126,1.3092760584446e-110
"Ripk3",6.76723077637415e-115,-1.08135037561455,0.208,0.448,1.39770384455232e-110
"Slc11a1",9.58749401739546e-115,-5.5731550414465,0.003,0.11,1.98020101435286e-110
"Lamb2",1.11655700161118e-114,-0.923501824604369,0.304,0.545,2.30613683112773e-110
"Sumo1",1.15637924520603e-114,-0.609286742280208,0.66,0.795,2.38838569304853e-110
"Igf2bp3",1.62966066483028e-114,-1.08269238644348,0.101,0.296,3.36590113714047e-110
"1110004F10Rik",1.65105437213237e-114,-0.646109403224845,0.648,0.786,3.41008770020219e-110
"2610016A17Rik",1.89475203778316e-114,3.71280288329814,0.169,0.024,3.91342085883735e-110
"Pgs1",1.96354929557482e-114,-0.95184966715982,0.262,0.495,4.05551471508023e-110
"St3gal4",2.09423016427183e-114,-1.90284989414487,0.073,0.25,4.32542298128704e-110
"Washc5",2.30526475409583e-114,-1.1286379569564,0.225,0.453,4.76129382310953e-110
"Ppil3",2.99618283261041e-114,-0.981134900896074,0.243,0.475,6.18831602247355e-110
"Bcl2",3.47627512267841e-114,-1.73079761976491,0.048,0.207,7.17989863837999e-110
"Fam3c",4.6535554154945e-114,-0.779333172561001,0.401,0.629,9.61145335516233e-110
"Emx2",5.76921855112906e-114,-1.08372917318818,0.139,0.353,1.1915743995502e-109
"Il6",5.88682759026896e-114,-1.39889795444258,0.093,0.284,1.21586537049415e-109
"Wwp1",7.43671118768113e-114,-1.09384014587095,0.27,0.496,1.53597832870366e-109
"Svil",1.13305064615537e-113,-0.919596306824138,0.331,0.567,2.34020280456931e-109
"Arl11",1.28340491138503e-113,-6.77087875245551,0.002,0.105,2.65074450397463e-109
"Ndfip2",1.88614588078434e-113,-0.903814076660205,0.31,0.546,3.89564570217198e-109
"Eif4ebp2",2.19913521028859e-113,1.15668187502417,0.593,0.494,4.54209386333005e-109
"Smoc2",2.25028368707278e-113,-1.5692248079085,0.063,0.233,4.64773592728013e-109
"Casp12",2.46136472899617e-113,-1.17932453931722,0.125,0.336,5.08370271126869e-109
"Dact3",2.62208787502055e-113,-1.24889479008662,0.161,0.381,5.41566029706744e-109
"Lrrfip2",2.6728705193328e-113,-0.836363914039497,0.299,0.538,5.52054677062997e-109
"Milr1",3.02578301763278e-113,-4.17808913546189,0.008,0.121,6.24945224461875e-109
"Lst1",3.57282701363821e-113,-6.08545195404944,0.002,0.107,7.37931691396836e-109
"Cfp",4.07578235628525e-113,-4.68354942998221,0.015,0.136,8.41812087867156e-109
"Hdac5",4.26727322926306e-113,-1.13830751066221,0.136,0.344,8.81362612771993e-109
"Ms4a6c",4.34163872736692e-113,-4.57301262416076,0.002,0.106,8.96722062750363e-109
"Cd72",4.7072184245409e-113,-5.46319514478823,0.005,0.114,9.72228893404678e-109
"Mtss2",5.18258979755238e-113,-1.56435007906055,0.074,0.251,1.07041209678647e-108
"Chpf",6.62599905382248e-113,-1.21502156903138,0.202,0.427,1.3685338445765e-108
"Lims2",6.77811430880969e-113,-1.8462187095598,0.042,0.193,1.39995172934155e-108
"Mark1",7.02601230592282e-113,-1.369676717025,0.218,0.438,1.4511525816653e-108
"Ccdc59",1.12286361022632e-112,-0.711189985319726,0.495,0.702,2.31916250056144e-108
"Dusp7",1.26174599855073e-112,-1.29732059699315,0.131,0.335,2.60601018540667e-108
"Fmnl3",2.07564710007365e-112,-1.40970947844723,0.082,0.265,4.28704152049211e-108
"Ch25h",2.0859848602826e-112,-1.57048235663874,0.119,0.316,4.30839313042767e-108
"Rab13",2.39623517892019e-112,-1.0044451480252,0.262,0.503,4.94918413854177e-108
"Pacs2",2.92869887603243e-112,-1.54513003408687,0.102,0.29,6.04893465855738e-108
"Eif2s1",2.9557418507026e-112,-0.737054237025854,0.596,0.748,6.10478921844115e-108
"Pcsk1",4.0689393719474e-112,6.22426689185704,0.126,0.005,8.40398737882015e-108
"Csf2ra",4.30746810287516e-112,-2.22712248187307,0.077,0.248,8.89664461967836e-108
"Nol3",4.8424059285067e-112,-1.97928174401312,0.057,0.219,1.00015052047377e-107
"Lpcat2",5.86465536119674e-112,-3.13621782373532,0.009,0.123,1.21128591830158e-107
"Adam15",6.17743633497497e-112,-1.02502833880687,0.303,0.534,1.27588770062573e-107
"Sema3d",6.51603682318628e-112,-5.59647442768681,0.002,0.104,1.34582224546089e-107
"Galnt18",8.01560989371258e-112,-2.39453675481521,0.024,0.156,1.6555440674474e-107
"Pold4",9.52998966816816e-112,-0.823875553801727,0.48,0.687,1.96832406606345e-107
"Fbxl7",1.02806302046696e-111,-1.64233208421354,0.059,0.225,2.12336136247247e-107
"Hspe1",1.16721829938479e-111,0.708072210635888,0.9,0.878,2.41077267554935e-107
"Clybl",1.8351563930511e-111,1.36925438791297,0.476,0.313,3.79033201420774e-107
"Sdha",2.7796693709532e-111,1.09612844889379,0.684,0.654,5.74112911876674e-107
"Ppic",2.89301851137625e-111,-0.748839173110513,0.678,0.76,5.97524043339651e-107
