"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Zcwpw1",4.28476904523202e-54,1.63834130645385,0.167,0.05,8.84976198602221e-50,"4","Zcwpw1"
"Zc3h133",4.47313890462055e-54,0.425203834625806,0.789,0.572,9.23882109360328e-50,"4","Zc3h13"
"Cpsf72",4.65544452246134e-54,0.609231752663683,0.515,0.314,9.61535511669165e-50,"4","Cpsf7"
"Pde4b1",5.06967402328218e-54,1.02645351854906,0.345,0.167,1.0470904727687e-49,"4","Pde4b"
"Arrdc32",5.30281090773757e-54,0.388111137525136,0.438,0.23,1.09524256488412e-49,"4","Arrdc3"
"Dock13",6.10122464410687e-54,0.509135500544491,0.649,0.431,1.26014693799383e-49,"4","Dock1"
"Ankrd261",7.23508480055174e-54,1.01863927965757,0.378,0.198,1.49433441470596e-49,"4","Ankrd26"
"Socs4",9.06747301621962e-54,0.622862917710104,0.505,0.306,1.87279587677e-49,"4","Socs4"
"Ssr33",9.16622681143061e-54,0.28212234045244,0.973,0.777,1.89319248563288e-49,"4","Ssr3"
"Mbtd12",1.06012260180806e-53,0.521677892482363,0.507,0.297,2.18957722177436e-49,"4","Mbtd1"
"Ccni1",1.2032288325418e-53,0.333874012889452,0.85,0.631,2.48514883073183e-49,"4","Ccni"
"Rlim2",1.25988449405286e-53,0.441481781552095,0.684,0.467,2.60216543401678e-49,"4","Rlim"
"4930503L19Rik2",1.27205890136937e-53,0.736881895143199,0.399,0.206,2.6273104548883e-49,"4","4930503L19Rik"
"Ccnk1",1.50545943147175e-53,0.606155539241182,0.56,0.353,3.10937590976174e-49,"4","Ccnk"
"Rbmxl11",1.50639980642488e-53,0.607176313700235,0.577,0.363,3.11131816018995e-49,"4","Rbmxl1"
"Taok22",1.86378365430477e-53,0.638970880555485,0.423,0.231,3.84945875960107e-49,"4","Taok2"
"Rbm52",2.05812903250504e-53,0.276013179973452,0.778,0.564,4.25085970373591e-49,"4","Rbm5"
"Mia32",2.16565988927827e-53,0.352897650770132,0.888,0.675,4.47295393531534e-49,"4","Mia3"
"Ran1",2.22555432570328e-53,0.31129152940544,0.993,0.847,4.59665990430755e-49,"4","Ran"
"Elof11",2.50398864990203e-53,0.397763925756544,0.84,0.611,5.17173815750766e-49,"4","Elof1"
"Hspa81",2.64278394039779e-53,0.338064169254717,1,0.943,5.45840595049759e-49,"4","Hspa8"
"Ttf21",2.65709462787221e-53,1.11996286509984,0.323,0.154,5.48796324440727e-49,"4","Ttf2"
"Cyth32",2.80298597835563e-53,0.543997095897184,0.666,0.454,5.78928723969571e-49,"4","Cyth3"
"Kat7",2.8279990782005e-53,0.633351939633647,0.525,0.328,5.84094929611531e-49,"4","Kat7"
"Polh2",3.07649571709504e-53,1.1778959341145,0.236,0.093,6.35419425408809e-49,"4","Polh"
"Il6st2",3.11379606274277e-53,0.379536802095844,0.916,0.69,6.43123438798892e-49,"4","Il6st"
"Rpl27a3",3.53614111989322e-53,0.23197687656733,1,0.973,7.30354586902745e-49,"4","Rpl27a"
"9230114K14Rik",3.65196452802662e-53,0.894343883762165,0.303,0.14,7.54276753618617e-49,"4","9230114K14Rik"
"Pkp42",3.66438803913228e-53,0.784603574559404,0.376,0.191,7.56842705602382e-49,"4","Pkp4"
"Hnrnpdl2",3.9397420946496e-53,0.272290699652079,0.89,0.679,8.13714332228928e-49,"4","Hnrnpdl"
"Tcp11",4.25308599463909e-53,0.315117416953898,0.973,0.79,8.78432381332758e-49,"4","Tcp1"
"Cntrl1",4.98722028968795e-53,0.878185769283275,0.377,0.197,1.03006047863215e-48,"4","Cntrl"
"Adamts152",5.70123893925955e-53,0.324384449969525,0.41,0.2,1.17753389051467e-48,"4","Adamts15"
"Lnpep2",5.98658870736152e-53,0.338895741698769,0.81,0.587,1.23647003161845e-48,"4","Lnpep"
"Ccdc142",6.25096544648217e-53,1.93688047389972,0.145,0.04,1.29107440331643e-48,"4","Ccdc14"
"Rpl293",6.4441579869977e-53,0.281876648052064,1,0.911,1.33097639063451e-48,"4","Rpl29"
"Pum11",8.74263362827987e-53,0.354847155322745,0.827,0.603,1.80570354958493e-48,"4","Pum1"
"Tmem2452",8.9516532223308e-53,0.484627719189619,0.616,0.403,1.8488744565402e-48,"4","Tmem245"
"Ccdc501",9.3529069169218e-53,0.382802858160372,0.854,0.649,1.93174939462103e-48,"4","Ccdc50"
"Poglut22",1.07621752708274e-52,0.545266651525141,0.507,0.31,2.2228196804367e-48,"4","Poglut2"
"Nedd42",1.15979951341035e-52,0.328438298489567,1,0.875,2.39544991499774e-48,"4","Nedd4"
"Pias1",1.22270841393809e-52,0.780371715319392,0.438,0.248,2.52538195814773e-48,"4","Pias1"
"Trpm72",1.37083567031975e-52,0.339987983110284,0.735,0.516,2.83132399347841e-48,"4","Trpm7"
"Hoxc63",1.43205243347483e-52,0.672487239779138,0.535,0.339,2.95776109609891e-48,"4","Hoxc6"
"Puf601",1.46866095492102e-52,0.385097992074209,0.752,0.539,3.03337233629387e-48,"4","Puf60"
"Snrpf2",1.5127362734631e-52,0.300087411036194,0.969,0.747,3.12440549921068e-48,"4","Snrpf"
"Bag31",1.68634912817305e-52,0.611640700377996,0.652,0.46,3.48298548932863e-48,"4","Bag3"
"Tbc1d312",1.99112607884965e-52,0.847358684347965,0.376,0.198,4.11247180325606e-48,"4","Tbc1d31"
"Evl1",2.14465968297245e-52,0.737155988396293,0.497,0.294,4.4295801092113e-48,"4","Evl"
"Prkd32",2.24336072128058e-52,0.627192768450135,0.513,0.311,4.63343723373291e-48,"4","Prkd3"
"Usp451",2.36510415451283e-52,0.814653558682977,0.445,0.253,4.8848861207308e-48,"4","Usp45"
"Bnip3l1",2.53085917334126e-52,0.337416856837574,0.977,0.763,5.22723653661903e-48,"4","Bnip3l"
"Asph1",2.75286645609419e-52,0.38412614024522,0.721,0.509,5.68577037841694e-48,"4","Asph"
"Lrpap12",2.96820544077816e-52,0.321816216998571,0.818,0.595,6.13053151738321e-48,"4","Lrpap1"
"Thoc22",2.99132612841108e-52,0.261421350844187,0.851,0.639,6.17828498562023e-48,"4","Thoc2"
"Tnks21",3.06551571628718e-52,0.319259847468624,0.808,0.592,6.33151616041953e-48,"4","Tnks2"
"Herc11",3.81380528464074e-52,0.408379418223162,0.654,0.447,7.87703343489698e-48,"4","Herc1"
"Adam101",3.8365313831591e-52,0.401493884086746,0.679,0.458,7.9239719187768e-48,"4","Adam10"
"Meis12",3.93621693993131e-52,0.801389986009883,0.321,0.152,8.12986246773412e-48,"4","Meis1"
"Ttpal2",4.3230463151634e-52,0.688874744673844,0.348,0.17,8.92881985933849e-48,"4","Ttpal"
"Gart1",4.57294123746387e-52,0.561335910661243,0.54,0.335,9.44495283185789e-48,"4","Gart"
"1700025G04Rik1",4.65037067782075e-52,0.60513984608607,0.445,0.243,9.60487559797098e-48,"4","1700025G04Rik"
"Gja12",5.73884704988548e-52,0.316565710625499,0.525,0.3,1.18530146968335e-47,"4","Gja1"
"Armcx42",6.80237942563803e-52,1.00778442140132,0.305,0.139,1.40496344657128e-47,"4","Armcx4"
"Ranbp21",7.5303896087766e-52,0.317947784495168,0.812,0.605,1.55532666979672e-47,"4","Ranbp2"
"Abi22",7.82667052101583e-52,0.805935565913573,0.424,0.236,1.61652052941061e-47,"4","Abi2"
"Ddit42",8.17558684774695e-52,0.587188306849137,0.552,0.343,1.68858570753365e-47,"4","Ddit4"
"Hcfc11",9.4446730816427e-52,0.591361921522169,0.604,0.403,1.95070277828248e-47,"4","Hcfc1"
"Ganab1",9.59580293112647e-52,0.352123484217065,0.734,0.53,1.98191713739486e-47,"4","Ganab"
"Plpp12",1.0367921657941e-51,0.472632322166904,0.628,0.396,2.14139053923114e-47,"4","Plpp1"
"Bvht1",1.06646643896136e-51,1.21506469135498,0.193,0.065,2.2026797830308e-47,"4","Bvht"
"Sestd11",1.17901022856399e-51,0.784755268091189,0.473,0.281,2.43512772607606e-47,"4","Sestd1"
"Peg101",1.18266908925136e-51,1.06217305007764,0.288,0.127,2.44268473693977e-47,"4","Peg10"
"Nup1881",1.18843517967128e-51,0.732556320233439,0.468,0.277,2.45459402009306e-47,"4","Nup188"
"Xrcc21",1.40725511727725e-51,1.89636719905324,0.156,0.047,2.90654471922444e-47,"4","Xrcc2"
"Hnrnpd1",1.4269287425069e-51,0.387292766338484,0.898,0.665,2.94717862477376e-47,"4","Hnrnpd"
"Gtpbp101",1.64222356126147e-51,0.934670699072246,0.361,0.185,3.39184854342944e-47,"4","Gtpbp10"
"Marcks2",2.00359914242287e-51,0.40181097821922,0.988,0.771,4.13823366876019e-47,"4","Marcks"
"Pcbd2",2.02106468836774e-51,0.405881257462303,0.721,0.512,4.17430700735472e-47,"4","Pcbd2"
"Mrpl331",2.24101784955374e-51,0.289801624250174,0.968,0.77,4.62859826646829e-47,"4","Mrpl33"
"Nfic2",2.37972148522695e-51,0.422891375533484,0.817,0.555,4.91507675558774e-47,"4","Nfic"
"Tex301",2.60838707665812e-51,0.750971110063799,0.435,0.244,5.38736266812967e-47,"4","Tex30"
"Ddx271",2.78059536018018e-51,0.527027533466904,0.673,0.467,5.74304165691615e-47,"4","Ddx27"
"Exosc71",2.89402831318693e-51,0.553098635859902,0.565,0.365,5.97732607805629e-47,"4","Exosc7"
"Cetn41",3.0905514073992e-51,1.03074338370077,0.256,0.106,6.38322487684231e-47,"4","Cetn4"
"Dnph11",3.55461346195433e-51,0.94611366687764,0.368,0.19,7.34169864432047e-47,"4","Dnph1"
"Snhg92",3.80553335275001e-51,0.342302977067131,0.52,0.306,7.85994858676988e-47,"4","Snhg9"
"Ap4m12",4.2959106753279e-51,0.586162738199978,0.381,0.198,8.87277390882225e-47,"4","Ap4m1"
"Fosl12",4.39329624729909e-51,1.05131203867595,0.381,0.201,9.07391406917155e-47,"4","Fosl1"
"Kpna31",4.56187794603849e-51,0.450869314049789,0.696,0.488,9.42210270974789e-47,"4","Kpna3"
"Gldc1",4.68433656080608e-51,1.01433383574463,0.194,0.065,9.67502873268888e-47,"4","Gldc"
"Tmem1193",5.1853807837941e-51,0.684046163683144,0.571,0.364,1.07098854708483e-46,"4","Tmem119"
"Alg132",5.57316280927734e-51,0.902582245686335,0.321,0.157,1.15108104662814e-46,"4","Alg13"
"Cep852",5.61472519293305e-51,0.86536526427388,0.321,0.153,1.15966534134839e-46,"4","Cep85"
"Zfhx43",5.81204674708206e-51,0.418071326514487,0.706,0.49,1.20042013514233e-46,"4","Zfhx4"
"Arcn12",7.30610775384237e-51,0.323601467473804,0.873,0.659,1.5090034954786e-46,"4","Arcn1"
"Morf4l22",8.12673296481167e-51,0.297260721864468,0.975,0.763,1.6784954265522e-46,"4","Morf4l2"
"Fkrp1",8.6092081234203e-51,0.776079230805697,0.464,0.276,1.77814584581123e-46,"4","Fkrp"
"Isy11",8.8466213396813e-51,0.784079319253643,0.508,0.32,1.82718117149778e-46,"4","Isy1"
"Arpc1a1",1.00473569743555e-50,0.290739423610076,0.897,0.672,2.07518110948339e-46,"4","Arpc1a"
"Fam168a2",1.09650957177083e-50,0.574839519884071,0.601,0.401,2.26473086953548e-46,"4","Fam168a"
"Ifitm22",1.440882055096e-50,0.390718355535728,0.996,0.851,2.97599779659528e-46,"4","Ifitm2"
"Eif5",1.44652700785855e-50,0.314108943913295,0.989,0.841,2.98765688203106e-46,"4","Eif5"
"Tmed12",1.87846072106405e-50,0.532493572183591,0.601,0.384,3.87977277328569e-46,"4","Tmed1"
"Bcdin3d1",2.14457565668666e-50,0.828600063989376,0.27,0.118,4.42940656132064e-46,"4","Bcdin3d"
"Hmgxb41",2.17008077017993e-50,0.756877771594805,0.471,0.275,4.48208482272962e-46,"4","Hmgxb4"
"Tubgcp61",2.28710022956727e-50,1.09426466177223,0.213,0.079,4.72377681414824e-46,"4","Tubgcp6"
"Srsf111",2.33977880129238e-50,0.171107473274283,0.925,0.731,4.83257913618929e-46,"4","Srsf11"
"BC0055372",2.58390321755442e-50,0.299131643864416,0.871,0.646,5.3367937055369e-46,"4","BC005537"
"Tnfaip62",2.7214353632613e-50,0.782535757195665,0.301,0.136,5.62085259927989e-46,"4","Tnfaip6"
"Cep3502",2.98760626584887e-50,0.465085662863711,0.617,0.413,6.17060198148425e-46,"4","Cep350"
"Taf121",3.29599177517175e-50,0.512409819219886,0.63,0.431,6.80754141243973e-46,"4","Taf12"
"Atr2",3.70619399909474e-50,0.622117178539067,0.367,0.189,7.65477308573028e-46,"4","Atr"
"Zwint1",3.97995661048873e-50,0.339677152743334,0.808,0.579,8.22020238330342e-46,"4","Zwint"
"Mab21l1",4.10136247093033e-50,1.79641669846979,0.104,0.022,8.47095404745951e-46,"4","Mab21l1"
"Mbd32",4.80687390767302e-50,0.369514797596986,0.862,0.643,9.92811736890786e-46,"4","Mbd3"
"Zdhhc6",5.92469790492037e-50,0.556180257442597,0.535,0.34,1.22368710528225e-45,"4","Zdhhc6"
"Cpd2",6.37357721914676e-50,0.405204578384932,0.729,0.507,1.31639863884257e-45,"4","Cpd"
"Taf22",6.79216748783395e-50,0.53896378993318,0.517,0.321,1.40285427293722e-45,"4","Taf2"
"Ctr91",6.90065008906517e-50,0.410022066767614,0.666,0.455,1.42526026939552e-45,"4","Ctr9"
"Pbdc11",7.38277268426651e-50,0.424593366631164,0.722,0.499,1.5248378702084e-45,"4","Pbdc1"
"Nfe2l22",7.69645833599978e-50,0.413921283122761,0.862,0.651,1.58962650471739e-45,"4","Nfe2l2"
"Samd12",7.81195844572414e-50,0.703783191510182,0.512,0.321,1.61348189737986e-45,"4","Samd1"
"Top12",8.18441898289296e-50,0.34748075763302,0.949,0.767,1.69040989672671e-45,"4","Top1"
"Elp32",8.50767790177535e-50,0.552625719977223,0.486,0.294,1.75717579383268e-45,"4","Elp3"
"Nudt11",1.0763356924248e-49,0.705921868387604,0.394,0.215,2.22306373913418e-45,"4","Nudt1"
"Prickle11",1.1609209914197e-49,1.05092732294558,0.287,0.13,2.39776621567826e-45,"4","Prickle1"
"2410002F23Rik2",1.17655096189605e-49,0.489776636348386,0.477,0.284,2.4300483567001e-45,"4","2410002F23Rik"
"Tfrc1",1.22492694499799e-49,0.267996724790133,0.644,0.405,2.52996411219884e-45,"4","Tfrc"
"Meaf61",1.35153540379693e-49,0.774542797061719,0.488,0.305,2.79146122300217e-45,"4","Meaf6"
"Pabpc41",1.49027657783531e-49,0.35118915734745,0.843,0.609,3.07801724386104e-45,"4","Pabpc4"
"Hyls11",1.77486292523558e-49,1.34877762816147,0.179,0.06,3.66580188578156e-45,"4","Hyls1"
"Snrnp251",1.82990115530367e-49,0.578267122209999,0.573,0.371,3.77947784616419e-45,"4","Snrnp25"
"Isyna11",1.91893591745977e-49,0.692251657512992,0.535,0.334,3.96337024392141e-45,"4","Isyna1"
"Chd81",2.17423159770567e-49,0.360701356946316,0.663,0.452,4.49065794190128e-45,"4","Chd8"
"Sec16b2",2.2380233096734e-49,0.63945758775651,0.24,0.095,4.62241334379945e-45,"4","Sec16b"
"Dpf1",2.35169937502125e-49,1.3585200691314,0.162,0.05,4.85719988916889e-45,"4","Dpf1"
"Depdc1b1",2.49644433610887e-49,2.85732567172004,0.1,0.021,5.15615613179927e-45,"4","Depdc1b"
"Plac83",2.54243467923739e-49,0.747964176902043,0.81,0.58,5.25114458649691e-45,"4","Plac8"
"Metrn1",2.77767050062093e-49,0.55377473971295,0.439,0.249,5.73700065198246e-45,"4","Metrn"
"Rmi21",2.9599757515102e-49,1.75537610882308,0.142,0.04,6.11353391716917e-45,"4","Rmi2"
"E2f31",2.98684759338904e-49,0.808157595334945,0.437,0.258,6.16903501938572e-45,"4","E2f3"
"Saal11",3.09980880376141e-49,1.01223705933576,0.337,0.172,6.40234510328881e-45,"4","Saal1"
"Nktr2",3.27503825649652e-49,0.153007060404874,0.92,0.707,6.76426401496792e-45,"4","Nktr"
"Fam117b2",3.75052526116347e-49,0.741765690902636,0.47,0.281,7.74633487440703e-45,"4","Fam117b"
"Tnrc182",4.08715861853677e-49,0.632464165844085,0.644,0.435,8.44161741072584e-45,"4","Tnrc18"
"Cep1621",4.25258309748783e-49,0.932391701695055,0.383,0.207,8.78328512955137e-45,"4","Cep162"
"Rabl61",4.44090782414413e-49,0.442035126803453,0.687,0.483,9.17225101998728e-45,"4","Rabl6"
"Stip11",4.52005528639097e-49,0.368139337423921,0.832,0.61,9.33572218851192e-45,"4","Stip1"
"Egln13",4.88124293928606e-49,0.427524305909478,0.894,0.679,1.00817191668014e-44,"4","Egln1"
"Cdc1231",5.37352796630444e-49,0.383696927159117,0.744,0.534,1.10984846616052e-44,"4","Cdc123"
"Txnrd11",5.65769728082792e-49,0.36586468953628,0.878,0.666,1.1685407963822e-44,"4","Txnrd1"
"H2afy1",5.91250496243813e-49,0.350463877553214,0.887,0.673,1.22116877494197e-44,"4","H2afy"
"Larp4b",6.54327977307618e-49,0.358943803459779,0.779,0.568,1.35144900433115e-44,"4","Larp4b"
"Acly2",6.73617903012365e-49,0.248404959149565,0.729,0.503,1.39129041688174e-44,"4","Acly"
"Nop10",7.43525428108833e-49,0.285251155433033,0.936,0.729,1.53567741921598e-44,"4","Nop10"
"Tcf7l12",8.22673155184375e-49,0.780784940123514,0.454,0.268,1.69914913471781e-44,"4","Tcf7l1"
"Ppp3ca1",8.96337565068234e-49,0.426968291504978,0.866,0.655,1.85129560689193e-44,"4","Ppp3ca"
"Mtrex1",9.01851194781973e-49,0.522177753474975,0.564,0.366,1.86268345770269e-44,"4","Mtrex"
"Slx42",1.00185959923471e-48,1.07953004072813,0.254,0.109,2.06924081625938e-44,"4","Slx4"
"Cyp2d222",1.08717861052211e-48,0.821353614139435,0.295,0.137,2.24545870217237e-44,"4","Cyp2d22"
"Khdrbs12",1.43868780380472e-48,0.332537327925484,0.84,0.621,2.97146578997827e-44,"4","Khdrbs1"
"Abcc12",1.47744767579459e-48,0.385663137812457,0.63,0.426,3.05152042958614e-44,"4","Abcc1"
"H6pd2",1.50547094879022e-48,0.359797783872885,0.671,0.457,3.10939969763132e-44,"4","H6pd"
"Gm121222",1.6565672634411e-48,0.4670439173033,0.269,0.113,3.42147402591125e-44,"4","Gm12122"
"Birc62",1.79365728203796e-48,0.284176430095558,0.866,0.638,3.70461975032121e-44,"4","Birc6"
"Cirbp2",1.93412740779021e-48,0.497360628038047,0.575,0.379,3.99474674804991e-44,"4","Cirbp"
"Evc3",2.06276092276418e-48,1.13267665260054,0.246,0.104,4.26042640987713e-44,"4","Evc"
"Cep1311",2.10082052472356e-48,1.19393943117643,0.218,0.085,4.33903471176404e-44,"4","Cep131"
"Tbc1d2b2",2.17828241132437e-48,0.513630280279152,0.523,0.32,4.49902449234935e-44,"4","Tbc1d2b"
"Bmpr1a3",2.43596057153495e-48,0.398401902342669,0.688,0.469,5.03123296444829e-44,"4","Bmpr1a"
"Yme1l11",2.60801047339115e-48,0.304443001795441,0.837,0.625,5.38658483174208e-44,"4","Yme1l1"
"Tnpo12",2.63295422792898e-48,0.325960622291348,0.689,0.484,5.43810366236451e-44,"4","Tnpo1"
"Nop531",2.98060773781014e-48,0.296692127154122,0.833,0.62,6.15614722167307e-44,"4","Nop53"
"Bola1",3.15895289741737e-48,0.424615896490233,0.714,0.513,6.52450131432584e-44,"4","Bola1"
"Ankhd12",3.18826945048892e-48,0.449378613392903,0.581,0.39,6.58505172303982e-44,"4","Ankhd1"
"Rpl323",3.24714918368429e-48,0.224919620972297,1,0.978,6.70666192398154e-44,"4","Rpl32"
"Bckdk1",3.3801901201778e-48,0.48186652197626,0.627,0.418,6.98144467421523e-44,"4","Bckdk"
"Knop11",3.51794985254705e-48,0.337666897896675,0.808,0.607,7.26597362545067e-44,"4","Knop1"
"Col27a12",3.52718370061529e-48,0.290357409033047,0.318,0.144,7.28504521525082e-44,"4","Col27a1"
"Tmem971",3.67644330467207e-48,0.50112401436618,0.665,0.451,7.59332600146969e-44,"4","Tmem97"
"Polr2m2",3.8272958112126e-48,0.289447227404136,0.836,0.612,7.9048967684785e-44,"4","Polr2m"
"Golim42",3.87130667802454e-48,0.370051462182934,0.761,0.527,7.99579681279189e-44,"4","Golim4"
"Med17",3.88979400678766e-48,0.48520557075474,0.672,0.468,8.03398054161923e-44,"4","Med1"
"Phf121",3.91196738763881e-48,0.546854940889634,0.465,0.278,8.07977744242919e-44,"4","Phf12"
"Rps15a3",3.92176984481648e-48,0.206767446342634,1,0.962,8.10002343748395e-44,"4","Rps15a"
"Cep681",4.7691620704422e-48,0.944153589017617,0.314,0.153,9.85022734029132e-44,"4","Cep68"
"Fam126a",4.81784669789364e-48,0.876608003421066,0.369,0.197,9.95078056982953e-44,"4","Fam126a"
"Myef22",5.48590479966344e-48,0.530648726897682,0.484,0.292,1.13305877732249e-43,"4","Myef2"
"Ppp6r3",5.7609134393415e-48,0.593148433702139,0.547,0.354,1.18985906176159e-43,"4","Ppp6r3"
"Thada1",6.20763793169092e-48,1.01224747169232,0.293,0.137,1.28212553841144e-43,"4","Thada"
"Zc3h142",6.22276147943117e-48,0.366352441332256,0.729,0.523,1.28524915596171e-43,"4","Zc3h14"
"Pole41",6.94963365384244e-48,0.263675493459505,0.843,0.604,1.43537733486462e-43,"4","Pole4"
"2310033P09Rik2",7.4096892170775e-48,0.575930232132447,0.471,0.281,1.53039721089519e-43,"4","2310033P09Rik"
"Mir99ahg2",7.82546615614931e-48,0.322565045366614,0.53,0.325,1.61627177989108e-43,"4","Mir99ahg"
"Cbx62",8.04116729316103e-48,0.599015554188238,0.495,0.303,1.66082269272948e-43,"4","Cbx6"
"Afmid1",8.31248241265122e-48,1.36546117383771,0.205,0.078,1.71686011750898e-43,"4","Afmid"
"Chl12",9.01670932609803e-48,0.941613691196715,0.262,0.11,1.86231114421229e-43,"4","Chl1"
"Mapk1ip1l2",9.07045808387839e-48,0.354704976708878,0.719,0.509,1.87341241264424e-43,"4","Mapk1ip1l"
"Pxk2",9.51791539289587e-48,0.655033242089988,0.567,0.381,1.96583024524871e-43,"4","Pxk"
"Tdp11",9.65738133086707e-48,0.966423357021218,0.297,0.142,1.99463554007729e-43,"4","Tdp1"
"Prrx23",1.02430726020483e-47,0.538049079393485,0.5,0.29,2.11560421522706e-43,"4","Prrx2"
"Ddx502",1.12674703810743e-47,0.212636434104921,0.861,0.642,2.32718333250708e-43,"4","Ddx50"
"Zfp280d2",1.15361666104921e-47,0.468818850138825,0.495,0.305,2.38267985173104e-43,"4","Zfp280d"
"Zfp5032",1.22454361463791e-47,0.408850418162349,0.802,0.566,2.52917238167313e-43,"4","Zfp503"
"Mib12",1.26097898496064e-47,0.391070146392628,0.629,0.427,2.60442599553771e-43,"4","Mib1"
"Chek21",1.59898575628659e-47,1.21329399845286,0.242,0.103,3.30254518103432e-43,"4","Chek2"
"Stk243",1.63127898671897e-47,0.462220095656263,0.639,0.444,3.36924361916936e-43,"4","Stk24"
"Zfp623",1.64306081625015e-47,0.570389743249466,0.451,0.262,3.39357780988306e-43,"4","Zfp62"
"Prkar2a1",1.69894543506467e-47,0.483138575016443,0.674,0.461,3.50900190158258e-43,"4","Prkar2a"
"D430020J02Rik2",1.80909748385699e-47,1.37269821590274,0.195,0.072,3.73650994315822e-43,"4","D430020J02Rik"
"Anapc161",1.89245279522621e-47,0.294954191958436,0.883,0.668,3.90867200326022e-43,"4","Anapc16"
"Rpgrip1l",2.02365408465008e-47,0.899876357656126,0.301,0.143,4.17965514643628e-43,"4","Rpgrip1l"
"Pnrc2",2.45664538667675e-47,0.434864742120854,0.619,0.426,5.07395538164216e-43,"4","Pnrc2"
"Mfap1a1",2.89592380830505e-47,0.729001075108487,0.432,0.253,5.98124103367324e-43,"4","Mfap1a"
"Zfp1312",2.93598904130829e-47,0.462586242850736,0.695,0.481,6.06399176591815e-43,"4","Zfp131"
"Utp61",2.99468306461303e-47,0.6996321584728,0.472,0.291,6.18521840165175e-43,"4","Utp6"
"Pcyox1l1",3.11406393948757e-47,1.12556806619195,0.316,0.158,6.43178766061762e-43,"4","Pcyox1l"
"Pfas2",3.89578127467127e-47,0.933870330989017,0.278,0.129,8.04634664470605e-43,"4","Pfas"
"Rps6kb12",4.77895882293973e-47,0.320838920533536,0.805,0.587,9.87046155289972e-43,"4","Rps6kb1"
"Tmem106b2",4.84497601159541e-47,0.37521624748524,0.764,0.562,1.00068134543492e-42,"4","Tmem106b"
"Cep441",5.30084096274263e-47,0.762595845081761,0.331,0.168,1.09483569244486e-42,"4","Cep44"
"Gatad2b2",5.40072388017626e-47,0.403178715297519,0.689,0.484,1.11546551021161e-42,"4","Gatad2b"
"Zfp6441",5.79137842849861e-47,0.39241365877389,0.727,0.528,1.1961513006221e-42,"4","Zfp644"
"Tsen21",5.90191436972214e-47,0.783825952564032,0.381,0.21,1.21898139392241e-42,"4","Tsen2"
"Cdkn2a1",6.05818597045945e-47,0.584265949925777,0.45,0.256,1.2512577303387e-42,"4","Cdkn2a"
"Lrp13",6.5850675440016e-47,0.268878631619352,0.988,0.832,1.36007985053809e-42,"4","Lrp1"
"Klf91",6.83070399770317e-47,0.331032490995246,0.911,0.691,1.41081360368561e-42,"4","Klf9"
"Arl13b3",6.90049067849206e-47,0.631179302060864,0.516,0.324,1.42522734473575e-42,"4","Arl13b"
"Egr22",7.41699175576304e-47,0.598908072220179,0.442,0.252,1.5319054772353e-42,"4","Egr2"
"Zfp2511",7.47957554232017e-47,0.93146072829429,0.351,0.184,1.54483153251081e-42,"4","Zfp251"
"Cdca71",7.71747268876359e-47,1.31910892096837,0.234,0.097,1.59396680913723e-42,"4","Cdca7"
"Rrp13",7.74882169114629e-47,0.354259950991541,0.902,0.694,1.60044163208935e-42,"4","Rrp1"
"Ubr51",9.16561312756185e-47,0.302252625061385,0.829,0.616,1.89306573536662e-42,"4","Ubr5"
"Birc22",1.31408046500481e-46,0.619660797460238,0.423,0.242,2.71410179242094e-42,"4","Birc2"
"Tsen151",1.36354517513471e-46,0.578234168431502,0.506,0.32,2.81626620472322e-42,"4","Tsen15"
"Sfxn2",1.54481531578059e-46,0.944512885204587,0.326,0.165,3.19066155321324e-42,"4","Sfxn2"
"Mrpl141",1.63088288416583e-46,0.308535690734185,0.889,0.658,3.36842550895611e-42,"4","Mrpl14"
"Leo11",1.64329530491868e-46,0.589337198122795,0.57,0.378,3.39406212277903e-42,"4","Leo1"
"Tacc11",1.76877413338209e-46,0.434548877383963,0.86,0.665,3.65322609508737e-42,"4","Tacc1"
"Gpatch82",1.87743487137814e-46,0.422228823075481,0.629,0.432,3.87765398334441e-42,"4","Gpatch8"
"Klhl221",2.08252214387795e-46,0.729879806700981,0.47,0.292,4.30124123596553e-42,"4","Klhl22"
"Iqgap2",2.14638719011449e-46,1.14457240870113,0.237,0.096,4.43314810246248e-42,"4","Iqgap2"
"Ebf11",2.33098469816088e-46,0.215192349450829,0.958,0.732,4.81441579558148e-42,"4","Ebf1"
"Cstf21",2.64289039886387e-46,0.770685385232431,0.387,0.215,5.45862582981345e-42,"4","Cstf2"
"Btd",2.82787398446287e-46,0.858595834498501,0.369,0.197,5.8406909275096e-42,"4","Btd"
"Wnk11",4.26331954545639e-46,0.336341718424735,0.907,0.694,8.80546018918564e-42,"4","Wnk1"
"Btbd2",4.41910408021391e-46,0.736174465019772,0.406,0.232,9.1272175672738e-42,"4","Btbd2"
"Ccdc1221",4.86013303239344e-46,0.756935738229383,0.419,0.24,1.00381187651054e-41,"4","Ccdc122"
"Stt3b1",5.52685723042812e-46,0.3506872179024,0.787,0.58,1.14151709237262e-41,"4","Stt3b"
"Lonrf3",6.50850427252817e-46,1.35561186750829,0.139,0.04,1.34426647244797e-41,"4","Lonrf3"
