"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ddx423",7.2139881020686e-46,0.3090212024404,0.789,0.575,1.48997710260125e-41,"4","Ddx42"
"Tti1",7.39794112468546e-46,1.16065613914972,0.241,0.105,1.52797075989254e-41,"4","Tti1"
"Cep781",7.65233568632972e-46,1.03359283450468,0.289,0.138,1.58051341265454e-41,"4","Cep78"
"Man2a12",8.35260843883283e-46,0.295088819320918,0.908,0.683,1.72514774695653e-41,"4","Man2a1"
"Scd22",9.29266476590607e-46,0.275000666244504,0.927,0.709,1.91930698075024e-41,"4","Scd2"
"Hmcn11",1.01623654745584e-45,1.04911537267098,0.113,0.027,2.0989349651153e-41,"4","Hmcn1"
"Ythdf12",1.04721589979288e-45,0.449660038485082,0.582,0.393,2.16291971943221e-41,"4","Ythdf1"
"Prpf40a1",1.12235045411275e-45,0.343930905363256,0.914,0.692,2.31810262792448e-41,"4","Prpf40a"
"Zfx2",1.17684347118303e-45,0.577994008813002,0.559,0.373,2.43065250538142e-41,"4","Zfx"
"Cops31",1.2124696834253e-45,0.343173560686803,0.74,0.536,2.50423488414662e-41,"4","Cops3"
"Zeb22",1.44447468822071e-45,0.258952569520044,0.97,0.792,2.98341802105105e-41,"4","Zeb2"
"Tasor22",1.50491850945753e-45,0.433887967727456,0.508,0.318,3.10825868943358e-41,"4","Tasor2"
"Cacna1g1",1.56390332572028e-45,1.32823139616594,0.192,0.07,3.23008592894267e-41,"4","Cacna1g"
"Suco2",1.57079673268636e-45,0.468358400224454,0.587,0.388,3.2443235716904e-41,"4","Suco"
"Gpc31",1.76012783061281e-45,1.19595229045029,0.184,0.065,3.63536802134769e-41,"4","Gpc3"
"Usp342",1.86749083281098e-45,0.303287925584315,0.881,0.678,3.8571155660878e-41,"4","Usp34"
"Prrg11",1.92461939583066e-45,1.03635467844483,0.247,0.107,3.97510890014865e-41,"4","Prrg1"
"Spice11",1.95782283187161e-45,1.00973036929647,0.271,0.125,4.04368727694761e-41,"4","Spice1"
"Rsl1d12",2.14723189157711e-45,0.337990234088307,0.917,0.686,4.43489274886337e-41,"4","Rsl1d1"
"Rnf2161",2.21938124718504e-45,0.513796248727407,0.537,0.352,4.58391002793598e-41,"4","Rnf216"
"Uxs12",2.24614890097346e-45,0.6430727020658,0.517,0.334,4.63919594007058e-41,"4","Uxs1"
"Tob21",2.36424118252173e-45,0.198205172788707,0.661,0.42,4.88310373838037e-41,"4","Tob2"
"Nemp2",2.36486959178856e-45,1.76635186957801,0.106,0.025,4.88440165488008e-41,"4","Nemp2"
"Mad1l11",2.82777119045784e-45,0.883864255627506,0.361,0.195,5.84047861677163e-41,"4","Mad1l1"
"Ago22",3.03609728219797e-45,0.455274058197954,0.739,0.536,6.27075532665168e-41,"4","Ago2"
"Nek12",3.07669413868839e-45,0.612796297078994,0.389,0.216,6.354604074047e-41,"4","Nek1"
"Nrn11",3.08874058410713e-45,1.00730529567744,0.382,0.213,6.37948480241487e-41,"4","Nrn1"
"Zw102",3.54487696506614e-45,0.896280028789429,0.296,0.144,7.32158888364761e-41,"4","Zw10"
"Ado1",3.73524898949266e-45,0.535622343408604,0.563,0.373,7.71478326289814e-41,"4","Ado"
"Lrp52",4.03182255657346e-45,0.859566999501921,0.314,0.157,8.32732630834682e-41,"4","Lrp5"
"Dubr1",4.25107664421807e-45,0.682317133339315,0.43,0.253,8.78017370096801e-41,"4","Dubr"
"Plcb12",4.60423538244261e-45,0.853957192025997,0.32,0.156,9.50958775889696e-41,"4","Plcb1"
"Mrpl491",5.49338491381117e-45,0.459119418816137,0.58,0.392,1.13460372009856e-40,"4","Mrpl49"
"Nr2c21",5.81666768550721e-45,0.465671635034654,0.482,0.298,1.20137454376466e-40,"4","Nr2c2"
"Cdc25b1",6.14677348562501e-45,1.25196182223917,0.233,0.099,1.26955459572099e-40,"4","Cdc25b"
"Sap1301",6.28830904895127e-45,0.690413768538068,0.333,0.17,1.2987873509704e-40,"4","Sap130"
"Chtop1",6.63336613723649e-45,0.366479723001959,0.69,0.496,1.37005544198482e-40,"4","Chtop"
"Gm493361",6.76590553555233e-45,0.489021305535891,0.516,0.335,1.39743012931298e-40,"4","Gm49336"
"Setdb11",6.86726619616736e-45,0.573460673891392,0.471,0.289,1.41836516015641e-40,"4","Setdb1"
"Eif1b2",6.99227787175573e-45,0.340589537153587,0.859,0.643,1.44418507163243e-40,"4","Eif1b"
"Serpine22",7.71038119694117e-45,0.38058231687846,0.687,0.463,1.59250213241623e-40,"4","Serpine2"
"Hspa132",7.74476128036744e-45,0.513406730144996,0.594,0.399,1.59960299484709e-40,"4","Hspa13"
"Fnbp42",8.30491604427891e-45,0.429627576847599,0.533,0.342,1.71529735978537e-40,"4","Fnbp4"
"Lox3",8.59294872484955e-45,0.472694773845206,0.983,0.863,1.77478762963043e-40,"4","Lox"
"Tspan312",8.62156062376597e-45,0.348028182589667,0.795,0.597,1.78069713123262e-40,"4","Tspan31"
"2810004N23Rik1",9.12185185256537e-45,0.306343708535937,0.798,0.581,1.88402728162885e-40,"4","2810004N23Rik"
"Zfp36l12",9.38984684001379e-45,0.277684359867867,0.919,0.694,1.93937896633645e-40,"4","Zfp36l1"
"Zik11",1.02736087026959e-44,1.50491719097834,0.156,0.051,2.12191114145482e-40,"4","Zik1"
"Ttc9c1",1.03973941900935e-44,0.637683703939897,0.445,0.271,2.14747779602192e-40,"4","Ttc9c"
"Slit24",1.15850822889018e-44,0.461304651656349,0.57,0.361,2.39278289594978e-40,"4","Slit2"
"Lrrc451",1.29849112129997e-44,0.808937454336585,0.331,0.171,2.68190356193295e-40,"4","Lrrc45"
"Hist1h2br",1.42420486925979e-44,1.79260153769929,0.107,0.026,2.94155273696918e-40,"4","Hist1h2br"
"Sh3pxd2a2",1.46484382969702e-44,0.313796882035504,0.76,0.557,3.02548844585622e-40,"4","Sh3pxd2a"
"Gls1",1.50246993536492e-44,0.227382778370774,0.818,0.594,3.10320140450271e-40,"4","Gls"
"Limd12",1.62167485878888e-44,0.339900648872069,0.64,0.446,3.34940725334254e-40,"4","Limd1"
"Eif4h1",1.75314336249101e-44,0.240123669954056,0.895,0.677,3.62094230088894e-40,"4","Eif4h"
"Trrap2",1.92353261833516e-44,0.323992534381585,0.617,0.423,3.97286426990944e-40,"4","Trrap"
"0610010K14Rik2",1.93933215963883e-44,0.416862194000914,0.697,0.494,4.00549664251804e-40,"4","0610010K14Rik"
"Naa401",2.01018352218725e-44,0.844925017619172,0.375,0.21,4.15183304672554e-40,"4","Naa40"
"Ireb22",2.12471011684348e-44,0.393514191446323,0.59,0.399,4.38837627532852e-40,"4","Ireb2"
"Kdm2a2",2.30043343515802e-44,0.365664629598792,0.69,0.495,4.75131521697537e-40,"4","Kdm2a"
"Pcdh72",2.8988078668297e-44,0.508900186738791,0.554,0.355,5.98719776815006e-40,"4","Pcdh7"
"Peli12",3.65010283338661e-44,0.545240106506898,0.542,0.355,7.53892239207669e-40,"4","Peli1"
"Mthfd11",4.71163246609974e-44,0.755614501647868,0.44,0.27,9.73140569548241e-40,"4","Mthfd1"
"Sdc13",4.73581492412994e-44,0.503346634864044,0.555,0.356,9.78135214429799e-40,"4","Sdc1"
"Champ11",5.07144080525918e-44,0.723604229475369,0.432,0.256,1.04745538391823e-39,"4","Champ1"
"Ddx201",5.30975361276878e-44,0.886612765494688,0.324,0.167,1.09667651118126e-39,"4","Ddx20"
"Yeats41",5.31847760571257e-44,0.469871480348115,0.654,0.464,1.09847836468387e-39,"4","Yeats4"
"Zhx11",7.02938923358686e-44,0.370753027509243,0.607,0.403,1.45185005230503e-39,"4","Zhx1"
"Rttn1",7.49406208660754e-44,1.26672212581495,0.173,0.062,1.54782358336792e-39,"4","Rttn"
"Rbmx21",7.72941102761415e-44,0.904078501819177,0.358,0.193,1.59643255364343e-39,"4","Rbmx2"
"Gfpt13",8.04228221821206e-44,0.432870214781509,0.648,0.47,1.66105296934952e-39,"4","Gfpt1"
"Ppid2",8.28706988262794e-44,0.284237588032306,0.725,0.521,1.71161141355797e-39,"4","Ppid"
"Rprd1b1",8.31116214557761e-44,0.771963987621478,0.48,0.305,1.7165874295476e-39,"4","Rprd1b"
"Slc25a101",8.47385994907837e-44,0.452047137030887,0.443,0.249,1.75019103388265e-39,"4","Slc25a10"
"Mapk81",8.98991477891466e-44,0.525566221180991,0.418,0.247,1.85677699843703e-39,"4","Mapk8"
"Shmt12",9.38097667738283e-44,1.11003785636462,0.246,0.11,1.93754692294665e-39,"4","Shmt1"
"Rps3a13",9.7797954811153e-44,0.23329677593497,1,0.975,2.01991895866955e-39,"4","Rps3a1"
"Uri11",9.87397126926531e-44,0.373660308804135,0.734,0.547,2.03937002595406e-39,"4","Uri1"
"Blmh1",9.88040501432432e-44,0.467821268569972,0.628,0.438,2.04069885165855e-39,"4","Blmh"
"Cmss11",1.11118407694773e-43,0.700416390531061,0.445,0.275,2.29503959252784e-39,"4","Cmss1"
"Mtr1",1.25530525632064e-43,0.834145681991107,0.331,0.176,2.59270747640465e-39,"4","Mtr"
"Dynlt1f1",1.40003964195424e-43,0.634667094184728,0.42,0.238,2.8916418764923e-39,"4","Dynlt1f"
"Ppp4r3b1",1.43055368168924e-43,0.406862857759903,0.756,0.554,2.95466557416096e-39,"4","Ppp4r3b"
"Cdk5rap31",1.69912821687601e-43,0.346299265191895,0.629,0.435,3.50937941913571e-39,"4","Cdk5rap3"
"Hist1h4a",1.85144727570183e-43,1.82018739082876,0.125,0.035,3.82397920323456e-39,"4","Hist1h4a"
"Poc52",2.42299529187981e-43,0.874172348168768,0.293,0.145,5.00445447584856e-39,"4","Poc5"
"Nomo11",2.43206577344427e-43,0.433862996481514,0.625,0.441,5.02318864847179e-39,"4","Nomo1"
"Rnf202",2.72861676863486e-43,0.458178029804182,0.634,0.446,5.63568507393845e-39,"4","Rnf20"
"Api52",2.81400495229495e-43,0.370319726825203,0.746,0.542,5.81204582847e-39,"4","Api5"
"Cep83os",2.91701135099168e-43,1.14699152858461,0.182,0.066,6.02479524433821e-39,"4","Cep83os"
"Slc7a62",3.08170897212606e-43,0.540929784013942,0.445,0.269,6.36496171102915e-39,"4","Slc7a6"
"Uba62",3.15891904752086e-43,0.39636890007326,0.547,0.358,6.52443140074958e-39,"4","Uba6"
"C2cd51",3.29340577801097e-43,1.06798650475006,0.197,0.077,6.80220029390385e-39,"4","C2cd5"
"Tceal92",3.34977389611534e-43,0.314849192567853,0.983,0.745,6.91862300503663e-39,"4","Tceal9"
"Wapl1",3.38031724183716e-43,0.273945813829882,0.827,0.612,6.98170723129046e-39,"4","Wapl"
"Gemin81",3.56384004818644e-43,1.19969768538994,0.213,0.087,7.36075523552427e-39,"4","Gemin8"
"Pcyox12",3.59409797765727e-43,0.368605956135466,0.6,0.411,7.42324996305333e-39,"4","Pcyox1"
"Rc3h12",3.85800422625935e-43,0.483631227541208,0.545,0.358,7.96832192891607e-39,"4","Rc3h1"
"Ift140",4.19112551129088e-43,1.18742102758584,0.187,0.07,8.65635063102019e-39,"4","Ift140"
"Nup1331",4.87730440522108e-43,0.744861398150463,0.348,0.19,1.00735845185436e-38,"4","Nup133"
"Rps142",4.93408161852879e-43,0.198586909008212,1,0.983,1.01908521749094e-38,"4","Rps14"
"Tubgcp32",4.98697487606397e-43,0.66500121082934,0.382,0.215,1.03000979090225e-38,"4","Tubgcp3"
"Bag41",5.12589008739635e-43,0.538749383949699,0.49,0.302,1.05870133865084e-38,"4","Bag4"
"Eif3b1",5.13187986238246e-43,0.320792303145883,0.86,0.659,1.05993846677647e-38,"4","Eif3b"
"Orc11",5.77285699548608e-43,1.78000495643568,0.132,0.039,1.19232588384769e-38,"4","Orc1"
"Gtf3c12",6.62555313609239e-43,0.441514429612445,0.561,0.383,1.36844174472852e-38,"4","Gtf3c1"
"Pms11",6.76420955195464e-43,1.42176721673245,0.181,0.067,1.39707984086071e-38,"4","Pms1"
"Scrib1",7.25791443929546e-43,0.820393804261225,0.361,0.204,1.49904964829209e-38,"4","Scrib"
"Timm501",7.28144341286514e-43,0.440797480169796,0.684,0.475,1.50390932249317e-38,"4","Timm50"
"Fbh11",7.52706890247303e-43,0.529023715514547,0.5,0.321,1.55464081111678e-38,"4","Fbh1"
"Prkdc1",8.00717946804468e-43,0.647791293142181,0.334,0.174,1.65380284732995e-38,"4","Prkdc"
"Trmt2a2",9.56810144303045e-43,0.66483077145145,0.377,0.215,1.97619567204351e-38,"4","Trmt2a"
"Capn151",1.06694766430031e-42,0.613540527418917,0.371,0.208,2.20367370584586e-38,"4","Capn15"
"Ddx12",1.09767118457409e-42,0.332289637275133,0.824,0.614,2.26713006461932e-38,"4","Ddx1"
"Snrnp200",1.10684301729297e-42,0.319007367165756,0.663,0.467,2.2860735679169e-38,"4","Snrnp200"
"Id11",1.25350635112764e-42,0.55385453289362,0.789,0.596,2.58899201761903e-38,"4","Id1"
"Atp13a31",1.30313062685482e-42,0.319043590172087,0.682,0.49,2.69148599670594e-38,"4","Atp13a3"
"Slc30a52",1.31461319957093e-42,0.361049774673078,0.51,0.326,2.7152021023938e-38,"4","Slc30a5"
"Tmem231",1.36567219236737e-42,1.173937526092,0.157,0.052,2.82065934611557e-38,"4","Tmem231"
"Fdxr2",1.40841510202612e-42,0.702253911339742,0.396,0.228,2.90894055172475e-38,"4","Fdxr"
"Tmtc32",1.42976802641788e-42,0.587727059094835,0.463,0.287,2.95304288176349e-38,"4","Tmtc3"
"Gys12",1.44417340478771e-42,0.339182461746255,0.652,0.444,2.98279575024854e-38,"4","Gys1"
"Elovl61",1.4503355729437e-42,0.816990245737349,0.348,0.185,2.99552309235792e-38,"4","Elovl6"
"Cnot71",1.48008792090073e-42,0.431543233053856,0.564,0.377,3.05697359182836e-38,"4","Cnot7"
"Taf31",1.54519742307301e-42,0.676489916951816,0.486,0.313,3.19145075761499e-38,"4","Taf3"
"Arglu12",1.57296110206391e-42,0.19108304377044,0.853,0.653,3.2487938602028e-38,"4","Arglu1"
"Qser12",1.61124425896943e-42,0.603717353621322,0.515,0.331,3.32786389247546e-38,"4","Qser1"
"Ttf12",1.62725276166222e-42,0.548881640617724,0.415,0.239,3.36092785393714e-38,"4","Ttf1"
"Dazap11",1.91848842850427e-42,0.348765234154269,0.727,0.528,3.96244600023273e-38,"4","Dazap1"
"Ercc52",1.94394594818107e-42,0.468793980552734,0.433,0.258,4.01502596137317e-38,"4","Ercc5"
"Tnpo31",2.05505865015265e-42,0.376342811340934,0.674,0.487,4.24451813602527e-38,"4","Tnpo3"
"Hmgcr2",2.099686512822e-42,0.457944734935089,0.562,0.369,4.33669252358257e-38,"4","Hmgcr"
"Gpbp12",2.45320305378134e-42,0.335007346079254,0.729,0.531,5.06684558727999e-38,"4","Gpbp1"
"Amn12",2.45698062927422e-42,0.401997739933524,0.44,0.265,5.07464779170297e-38,"4","Amn1"
"Miip1",2.47678322232174e-42,0.75787389032648,0.335,0.178,5.11554806738333e-38,"4","Miip"
"Ext23",2.53868047976047e-42,0.380206466658286,0.654,0.457,5.24339066289728e-38,"4","Ext2"
"Cul4b1",2.57948374121376e-42,0.482143301163342,0.559,0.377,5.32766571910291e-38,"4","Cul4b"
"Cbfb2",2.60947416023672e-42,0.492838790782084,0.525,0.343,5.38960793055293e-38,"4","Cbfb"
"Snu131",3.07292952853671e-42,0.280399741982646,0.941,0.735,6.34682864823973e-38,"4","Snu13"
"Helz3",3.2229377301507e-42,0.452079137895089,0.597,0.41,6.65665558785325e-38,"4","Helz"
"AC160336.11",3.339299374597e-42,0.695460651928929,0.381,0.217,6.89698892829264e-38,"4","AC160336.1"
"Dgcr22",3.35191023607683e-42,0.507109076362871,0.508,0.334,6.92303540159309e-38,"4","Dgcr2"
"Tfam",3.4660672231615e-42,0.444838779674956,0.575,0.389,7.15881524271777e-38,"4","Tfam"
"Pml2",3.48488683561544e-42,0.787036890711865,0.321,0.167,7.19768527028013e-38,"4","Pml"
"Lrrcc11",4.13480822689113e-42,0.687939624981591,0.44,0.268,8.54003291182094e-38,"4","Lrrcc1"
"Golt1b2",4.33997268953621e-42,0.451492459270707,0.614,0.42,8.96377959296809e-38,"4","Golt1b"
"Gjc12",5.11500933472787e-42,0.90871134806838,0.386,0.217,1.05645402799469e-37,"4","Gjc1"
"Col6a31",5.47699833618669e-42,0.448799846855707,0.841,0.646,1.131219236356e-37,"4","Col6a3"
"Cul11",6.16382009208953e-42,0.300177354050038,0.826,0.616,1.27307540182017e-37,"4","Cul1"
"Terf2",6.38438958533674e-42,0.757261204394816,0.391,0.224,1.31863182495545e-37,"4","Terf2"
"Thap21",6.55392022225914e-42,0.61377411064656,0.43,0.256,1.3536466827054e-37,"4","Thap2"
"Tbl21",6.95654647274197e-42,0.694545757354517,0.376,0.213,1.43680510848013e-37,"4","Tbl2"
"Ccng21",8.69471124395517e-42,0.558144322139578,0.397,0.228,1.7958056603265e-37,"4","Ccng2"
"Exosc101",9.98033977232823e-42,0.516941332981238,0.457,0.28,2.06133937657667e-37,"4","Exosc10"
"Sec23ip2",1.01657901005391e-41,0.354132587590469,0.595,0.411,2.09964228736534e-37,"4","Sec23ip"
"Cdc232",1.02303024368632e-41,0.643510840443126,0.413,0.244,2.11296666530972e-37,"4","Cdc23"
"Smad51",1.03911119667712e-41,0.540282726512638,0.468,0.294,2.14618026561692e-37,"4","Smad5"
"Pdk12",1.04054922796474e-41,0.495787902196975,0.525,0.348,2.14915037543838e-37,"4","Pdk1"
"Prpf311",1.0657124398124e-41,0.430223605755156,0.599,0.409,2.20112247318853e-37,"4","Prpf31"
"Gphn",1.10366385091914e-41,0.528146116885153,0.514,0.332,2.27950731768838e-37,"4","Gphn"
"Slc16a32",1.133073905328e-41,0.366063201859493,0.727,0.488,2.34025084406445e-37,"4","Slc16a3"
"Gm56172",1.174766068716e-41,0.302350524898887,0.592,0.378,2.42636183832602e-37,"4","Gm5617"
"Smg62",1.18292419711052e-41,0.394124600807682,0.539,0.357,2.44321163671208e-37,"4","Smg6"
"Rps282",1.20064969481803e-41,0.188426938795965,1,0.974,2.47982187967717e-37,"4","Rps28"
"Fam110c2",1.37650432153149e-41,0.78062384955858,0.283,0.133,2.84303202569114e-37,"4","Fam110c"
"Gbf12",1.64519223398251e-41,0.385863063546754,0.651,0.469,3.39798004006747e-37,"4","Gbf1"
"Nxf12",1.67501813570879e-41,0.402609938015741,0.48,0.303,3.45958245749293e-37,"4","Nxf1"
"Pdlim41",1.97500179365679e-41,0.742903701441752,0.482,0.308,4.07916870461874e-37,"4","Pdlim4"
"Glis33",2.2021311479566e-41,0.50174887925449,0.364,0.196,4.54828167298956e-37,"4","Glis3"
"Per12",2.40003795968974e-41,0.558658441381547,0.349,0.189,4.95703840194319e-37,"4","Per1"
"Tmed72",2.40404354855728e-41,0.28919776528406,0.827,0.623,4.9653115451902e-37,"4","Tmed7"
"Smim32",2.44654749798376e-41,0.725103910239211,0.361,0.198,5.05309920233566e-37,"4","Smim3"
"Cdca7l1",2.53603561837034e-41,1.20137060176838,0.231,0.103,5.2379279661821e-37,"4","Cdca7l"
"Pkn21",2.54862219504324e-41,0.268898703985007,0.819,0.596,5.26392428164231e-37,"4","Pkn2"
"Cenps1",2.57279314007849e-41,1.12950155421581,0.266,0.127,5.31384695151811e-37,"4","Cenps"
"Fbl2",2.78368352381394e-41,0.246244864051103,0.826,0.627,5.74941995008531e-37,"4","Fbl"
"Lman13",3.1007404783982e-41,0.268763552854104,0.968,0.763,6.40426938408365e-37,"4","Lman1"
"Rad23b2",3.27708160388967e-41,0.279564366480922,0.822,0.612,6.76848434467371e-37,"4","Rad23b"
"Ruvbl21",3.34465463827118e-41,0.476737002926469,0.573,0.382,6.9080496898853e-37,"4","Ruvbl2"
"Slc35a4",3.46393416679093e-41,0.406720551700904,0.576,0.393,7.15440962808998e-37,"4","Slc35a4"
"Got2",3.64309782770923e-41,0.302031101126715,0.804,0.603,7.52445425335064e-37,"4","Got2"
"Cetn21",4.13114708007938e-41,0.346965671758296,0.632,0.444,8.53247117919594e-37,"4","Cetn2"
"Ppp1r15b2",4.391278798958e-41,0.275746754252775,0.692,0.49,9.06974723136785e-37,"4","Ppp1r15b"
"Mpdz3",4.43195570254266e-41,0.427184579487957,0.549,0.364,9.15376130803161e-37,"4","Mpdz"
"Colec123",5.17344086207137e-41,0.208028841856252,0.789,0.53,1.06852247565222e-36,"4","Colec12"
"Poglut12",5.25138119739952e-41,0.519062689705132,0.482,0.304,1.0846202725109e-36,"4","Poglut1"
"Eif4g11",5.26331588317896e-41,0.301303823213598,0.949,0.751,1.08708526251178e-36,"4","Eif4g1"
"Ncoa7",5.41761935796231e-41,0.692578639244695,0.467,0.296,1.11895510219354e-36,"4","Ncoa7"
"Jmjd1c2",5.89176546677968e-41,0.302712542601943,0.631,0.442,1.21688523950867e-36,"4","Jmjd1c"
"Slc38a23",6.01156085482617e-41,0.196868395122544,0.932,0.721,1.2416277789558e-36,"4","Slc38a2"
"Alms12",6.09563082077114e-41,0.981436714901811,0.216,0.092,1.25899158972207e-36,"4","Alms1"
"Usp251",6.32262115022724e-41,0.327073152315922,0.713,0.508,1.30587417236793e-36,"4","Usp25"
"Fam193b1",6.47077751640739e-41,0.459104380998638,0.303,0.152,1.33647438823878e-36,"4","Fam193b"
"Kars2",6.87657148313679e-41,0.34910323024769,0.67,0.473,1.42028707412707e-36,"4","Kars"
"Pa2g41",7.20778360107824e-41,0.307321888103141,0.83,0.618,1.4886956249667e-36,"4","Pa2g4"
"Sap30l2",7.27331444518474e-41,0.387319860449782,0.674,0.473,1.50223036550846e-36,"4","Sap30l"
"Eif1ad1",8.01255405526766e-41,0.397688936013929,0.709,0.505,1.65491291457498e-36,"4","Eif1ad"
"Rbm332",8.84362187352903e-41,0.423777896729837,0.529,0.349,1.82656166175868e-36,"4","Rbm33"
"Rbmx3",9.35107708561479e-41,0.6608311918369,0.379,0.218,1.93137146126288e-36,"4","Rbmx"
"Atp1b31",9.38981990702594e-41,0.288869834398285,0.827,0.622,1.93937340359714e-36,"4","Atp1b3"
"Snrnp481",9.48127527927045e-41,0.37079275739953,0.559,0.375,1.95826259618052e-36,"4","Snrnp48"
"Rint12",9.73830297909427e-41,0.571972553999281,0.398,0.234,2.01134909730213e-36,"4","Rint1"
"Phyhipl",9.74199142480199e-41,1.56301418464757,0.111,0.03,2.0121109088786e-36,"4","Phyhipl"
"Ssr22",1.18578625987912e-40,0.25207529127562,0.936,0.709,2.44912294115434e-36,"4","Ssr2"
"Naa501",1.32618837623029e-40,0.319821119445339,0.909,0.7,2.73910947226604e-36,"4","Naa50"
"Wrn2",1.34008537576039e-40,0.694770390362541,0.366,0.207,2.76781233509551e-36,"4","Wrn"
"Pdp11",1.61376993265259e-40,1.07424250800346,0.252,0.117,3.33308041890067e-36,"4","Pdp1"
"Carnmt11",1.69262974249769e-40,0.411575889705826,0.697,0.499,3.49595747015472e-36,"4","Carnmt1"
"Men1",1.97167533341818e-40,0.733522611149355,0.344,0.187,4.07229823364191e-36,"4","Men1"
"Ism12",1.98959549406434e-40,0.698768690912739,0.212,0.086,4.10931053344049e-36,"4","Ism1"
"Psmd21",2.1131737482181e-40,0.264559285082802,0.908,0.703,4.36454905956967e-36,"4","Psmd2"
"Dpt2",2.11507051815213e-40,0.585360713017885,0.674,0.476,4.36846664819142e-36,"4","Dpt"
"Atl3",2.19618902394046e-40,0.285347791717558,0.746,0.544,4.53600881004663e-36,"4","Atl3"
"Kdm5a2",2.31122074957246e-40,0.260868706007894,0.717,0.525,4.77359533616696e-36,"4","Kdm5a"
"Tcof11",2.41075727370833e-40,0.498604994660954,0.595,0.385,4.97917807311719e-36,"4","Tcof1"
"Megf91",2.42884659746176e-40,0.519692041133482,0.39,0.217,5.01653976239753e-36,"4","Megf9"
"Mmgt1",2.74196905949659e-40,0.489879749333706,0.508,0.326,5.66326289548425e-36,"4","Mmgt1"
"Ndrg32",3.04627851864328e-40,0.516516433935181,0.466,0.292,6.29178365240582e-36,"4","Ndrg3"
"Rpl91",3.16399053731134e-40,0.192750906663742,1,0.969,6.53490605576283e-36,"4","Rpl9"
"Wsb12",3.49539776875071e-40,0.284164113374147,0.587,0.395,7.21939455157771e-36,"4","Wsb1"
"Trappc14",4.01969556111356e-40,0.417126524859338,0.68,0.494,8.30227921192395e-36,"4","Trappc1"
"Chsy12",4.27949908842549e-40,0.561915685847115,0.44,0.268,8.838877417234e-36,"4","Chsy1"
"Tada2a1",4.48763550172333e-40,0.741242755541905,0.376,0.214,9.26876236525937e-36,"4","Tada2a"
"Zfp6462",5.43004891082184e-40,0.485112102621715,0.434,0.262,1.12152230204114e-35,"4","Zfp646"
"Hist1h1c1",5.60857048489417e-40,0.225075383345433,0.835,0.604,1.15839414795004e-35,"4","Hist1h1c"
"Sub11",5.65136797686645e-40,0.233356467874262,0.975,0.802,1.167233541942e-35,"4","Sub1"
"Pbx31",5.65927851533203e-40,0.889556147428945,0.311,0.165,1.16886738455668e-35,"4","Pbx3"
"Eif2s3x1",5.66227987041537e-40,0.320703888631567,0.717,0.527,1.16948728443559e-35,"4","Eif2s3x"
"Resf13",5.76648196149753e-40,0.365012360122182,0.714,0.523,1.1910091843277e-35,"4","Resf1"
"Hand21",6.39839018432862e-40,1.60656746157688,0.148,0.05,1.32152350867123e-35,"4","Hand2"
"Prkcsh3",7.18080780400888e-40,0.223798718416678,0.868,0.664,1.48312404383999e-35,"4","Prkcsh"
"Bcl62",7.20470224468285e-40,0.499618156578233,0.374,0.208,1.4880592016168e-35,"4","Bcl6"
"Arid21",7.41970672070481e-40,0.449894784240037,0.524,0.344,1.53246622609437e-35,"4","Arid2"
